Lat,Lon,Pop Density,Intersections,Pedways,Bikeways,POIs,Transit,WalkScore
42.0164,-87.6833,38912.82,59.84,2034.64,43.29,196.08,110.77,79
41.9806,-87.727,10223.58,43.29,833.97,3.82,78.94,39.47,56
41.7523,-87.5465,2102.27,6.37,977.85,0,58.57,67.48,46
41.6898,-87.6298,8293.17,14.01,609.88,15.28,114.59,84.03,57
41.9414,-87.6412,44467.29,91.67,1331.81,72.57,413.8,156.61,86
41.6866,-87.6181,7800.0,19.1,1552.08,12.73,171.89,128.6,72
41.9919,-87.6841,33721.93,72.57,1692.14,0,233.0,85.31,56
41.7869,-87.7788,11313.73,7.64,2952.64,0,61.12,64.94,54
41.7589,-87.5901,14094.79,48.38,2294.38,12.73,110.77,146.42,80
41.9503,-87.8261,8417.51,7.64,146.42,0,26.74,44.56,51
41.9367,-87.809,15500.0,22.92,318.31,0,59.84,48.38,82
41.9013,-87.7586,16609.38,67.48,2630.51,33.1,84.03,81.49,70
41.9589,-87.6611,12300.3,134.96,1688.32,45.84,341.23,184.62,69
41.681,-87.628,8147.7,7.64,789.41,7.64,76.39,112.05,49
41.863,-87.6209,64500.0,112.05,1998.99,95.49,430.35,157.88,87
41.7849,-87.6641,8896.83,19.1,2522.29,6.37,89.13,112.05,66
41.7094,-87.533,2067.2,15.28,1394.2,29.28,119.68,73.85,66
41.7592,-87.7162,16485.92,19.1,1243.96,0,36.92,36.92,20
41.7892,-87.7705,11313.73,11.46,2934.82,0,90.4,53.48,56
41.9888,-87.6567,64965.52,94.22,1549.53,61.12,243.19,84.03,71
41.7602,-87.625,12172.41,28.01,1978.61,11.46,119.68,138.78,80
41.6537,-87.5531,1382.82,14.01,1279.61,8.91,89.13,45.84,55
41.8633,-87.6871,3083.24,48.38,1553.35,47.11,206.26,170.61,78
41.9918,-87.7705,3810.58,42.02,617.52,29.28,131.14,64.94,47
